date,city,province,temperature,humidity,season,month,temp_norm,temp_anomaly,is_humid
2023-06-22,Sydney,New South Wales,10.9,77.4,Winter,6,14.016666666666667,-3.12,0
2023-06-23,Sydney,New South Wales,9.6,72.5,Winter,6,14.016666666666667,-4.42,0
2023-06-24,Sydney,New South Wales,9.1,71.9,Winter,6,14.016666666666667,-4.92,0
2023-06-25,Sydney,New South Wales,12.4,68.2,Winter,6,14.016666666666667,-1.62,0
2023-06-26,Sydney,New South Wales,15.9,80.1,Winter,6,14.016666666666667,1.88,1
2023-06-27,Sydney,New South Wales,15.1,72.7,Winter,6,14.016666666666667,1.08,0
2023-06-28,Sydney,New South Wales,13.0,82.0,Winter,6,14.016666666666667,-1.02,1
2023-06-29,Sydney,New South Wales,17.3,75.3,Winter,6,14.016666666666667,3.28,0
2023-06-30,Sydney,New South Wales,19.4,72.9,Winter,6,14.016666666666667,5.38,0
2023-07-01,Sydney,New South Wales,16.1,74.9,Winter,7,13.541935483870969,2.56,0
2023-07-02,Sydney,New South Wales,11.4,63.9,Winter,7,13.541935483870969,-2.14,0
2023-07-03,Sydney,New South Wales,11.7,56.1,Winter,7,13.541935483870969,-1.84,0
2023-07-04,Sydney,New South Wales,13.6,72.4,Winter,7,13.541935483870969,0.06,0
2023-07-05,Sydney,New South Wales,12.8,67.2,Winter,7,13.541935483870969,-0.74,0
2023-07-06,Sydney,New South Wales,11.2,68.1,Winter,7,13.541935483870969,-2.34,0
2023-07-07,Sydney,New South Wales,10.7,72.4,Winter,7,13.541935483870969,-2.84,0
2023-07-08,Sydney,New South Wales,10.9,73.4,Winter,7,13.541935483870969,-2.64,0
2023-07-09,Sydney,New South Wales,5.9,60.5,Winter,7,13.541935483870969,-7.64,0
2023-07-10,Sydney,New South Wales,7.6,86.2,Winter,7,13.541935483870969,-5.94,1
2023-07-11,Sydney,New South Wales,6.3,80.9,Winter,7,13.541935483870969,-7.24,1
2023-07-12,Sydney,New South Wales,9.2,76.0,Winter,7,13.541935483870969,-4.34,0
2023-07-13,Sydney,New South Wales,9.1,70.9,Winter,7,13.541935483870969,-4.44,0
2023-07-14,Sydney,New South Wales,10.5,64.8,Winter,7,13.541935483870969,-3.04,0
2023-07-15,Sydney,New South Wales,10.3,68.1,Winter,7,13.541935483870969,-3.24,0
2023-07-16,Sydney,New South Wales,12.1,70.7,Winter,7,13.541935483870969,-1.44,0
2023-07-17,Sydney,New South Wales,10.4,70.3,Winter,7,13.541935483870969,-3.14,0
2023-07-18,Sydney,New South Wales,10.9,57.5,Winter,7,13.541935483870969,-2.64,0
2023-07-19,Sydney,New South Wales,14.5,70.2,Winter,7,13.541935483870969,0.96,0
2023-07-20,Sydney,New South Wales,15.0,72.4,Winter,7,13.541935483870969,1.46,0
2023-07-21,Sydney,New South Wales,13.9,63.1,Winter,7,13.541935483870969,0.36,0
2023-07-22,Sydney,New South Wales,13.8,65.3,Winter,7,13.541935483870969,0.26,0
2023-07-23,Sydney,New South Wales,15.2,63.9,Winter,7,13.541935483870969,1.66,0
2023-07-24,Sydney,New South Wales,16.7,58.9,Winter,7,13.541935483870969,3.16,0
2023-07-25,Sydney,New South Wales,16.7,67.8,Winter,7,13.541935483870969,3.16,0
2023-07-26,Sydney,New South Wales,17.2,73.1,Winter,7,13.541935483870969,3.66,0
2023-07-27,Sydney,New South Wales,15.7,72.1,Winter,7,13.541935483870969,2.16,0
2023-07-28,Sydney,New South Wales,15.4,80.4,Winter,7,13.541935483870969,1.86,1
2023-07-29,Sydney,New South Wales,13.8,67.6,Winter,7,13.541935483870969,0.26,0
2023-07-30,Sydney,New South Wales,14.9,73.4,Winter,7,13.541935483870969,1.36,0
2023-07-31,Sydney,New South Wales,11.9,59.1,Winter,7,13.541935483870969,-1.64,0
2023-08-01,Sydney,New South Wales,16.0,60.2,Winter,8,14.401075268817204,1.6,0
2023-08-02,Sydney,New South Wales,14.1,62.2,Winter,8,14.401075268817204,-0.3,0
2023-08-03,Sydney,New South Wales,12.3,57.0,Winter,8,14.401075268817204,-2.1,0
2023-08-04,Sydney,New South Wales,14.3,60.0,Winter,8,14.401075268817204,-0.1,0
2023-08-05,Sydney,New South Wales,14.3,54.9,Winter,8,14.401075268817204,-0.1,0
2023-08-06,Sydney,New South Wales,13.3,65.8,Winter,8,14.401075268817204,-1.1,0
2023-08-07,Sydney,New South Wales,10.7,61.3,Winter,8,14.401075268817204,-3.7,0
2023-08-08,Sydney,New South Wales,11.3,66.8,Winter,8,14.401075268817204,-3.1,0
2023-08-09,Sydney,New South Wales,12.2,58.7,Winter,8,14.401075268817204,-2.2,0
2023-08-10,Sydney,New South Wales,15.0,59.9,Winter,8,14.401075268817204,0.6,0
2023-08-11,Sydney,New South Wales,11.3,63.0,Winter,8,14.401075268817204,-3.1,0
2023-08-12,Sydney,New South Wales,11.4,65.7,Winter,8,14.401075268817204,-3.0,0
2023-08-13,Sydney,New South Wales,11.8,65.2,Winter,8,14.401075268817204,-2.6,0
2023-08-14,Sydney,New South Wales,9.1,60.6,Winter,8,14.401075268817204,-5.3,0
2023-08-15,Sydney,New South Wales,11.2,58.9,Winter,8,14.401075268817204,-3.2,0
2023-08-16,Sydney,New South Wales,14.0,53.9,Winter,8,14.401075268817204,-0.4,0
2023-08-17,Sydney,New South Wales,14.5,60.8,Winter,8,14.401075268817204,0.1,0
2023-08-18,Sydney,New South Wales,13.2,65.0,Winter,8,14.401075268817204,-1.2,0
2023-08-19,Sydney,New South Wales,13.0,61.2,Winter,8,14.401075268817204,-1.4,0
2023-08-20,Sydney,New South Wales,16.1,72.2,Winter,8,14.401075268817204,1.7,0
2023-08-21,Sydney,New South Wales,13.6,61.8,Winter,8,14.401075268817204,-0.8,0
2023-08-22,Sydney,New South Wales,11.6,56.2,Winter,8,14.401075268817204,-2.8,0
2023-08-23,Sydney,New South Wales,13.5,63.1,Winter,8,14.401075268817204,-0.9,0
2023-08-24,Sydney,New South Wales,15.0,57.8,Winter,8,14.401075268817204,0.6,0
2023-08-25,Sydney,New South Wales,16.4,63.2,Winter,8,14.401075268817204,2.0,0
2023-08-26,Sydney,New South Wales,13.6,59.7,Winter,8,14.401075268817204,-0.8,0
2023-08-27,Sydney,New South Wales,17.6,65.6,Winter,8,14.401075268817204,3.2,0
2023-08-28,Sydney,New South Wales,18.7,62.5,Winter,8,14.401075268817204,4.3,0
2023-08-29,Sydney,New South Wales,14.6,70.2,Winter,8,14.401075268817204,0.2,0
2023-08-30,Sydney,New South Wales,15.6,66.2,Winter,8,14.401075268817204,1.2,0
2023-08-31,Sydney,New South Wales,15.6,65.3,Winter,8,14.401075268817204,1.2,0
2023-09-01,Sydney,New South Wales,18.7,52.6,Spring,9,16.694444444444443,2.01,0
2023-09-02,Sydney,New South Wales,21.7,68.6,Spring,9,16.694444444444443,5.01,0
2023-09-03,Sydney,New South Wales,18.7,63.4,Spring,9,16.694444444444443,2.01,0
2023-09-04,Sydney,New South Wales,14.8,63.2,Spring,9,16.694444444444443,-1.89,0
2023-09-05,Sydney,New South Wales,16.1,69.7,Spring,9,16.694444444444443,-0.59,0
2023-09-06,Sydney,New South Wales,16.3,61.8,Spring,9,16.694444444444443,-0.39,0
2023-09-07,Sydney,New South Wales,15.7,63.2,Spring,9,16.694444444444443,-0.99,0
2023-09-08,Sydney,New South Wales,15.4,66.5,Spring,9,16.694444444444443,-1.29,0
2023-09-09,Sydney,New South Wales,16.4,64.4,Spring,9,16.694444444444443,-0.29,0
2023-09-10,Sydney,New South Wales,16.8,74.5,Spring,9,16.694444444444443,0.11,0
2023-09-11,Sydney,New South Wales,14.4,69.1,Spring,9,16.694444444444443,-2.29,0
2023-09-12,Sydney,New South Wales,12.3,82.3,Spring,9,16.694444444444443,-4.39,1
2023-09-13,Sydney,New South Wales,12.7,63.0,Spring,9,16.694444444444443,-3.99,0
2023-09-14,Sydney,New South Wales,14.4,66.4,Spring,9,16.694444444444443,-2.29,0
2023-09-15,Sydney,New South Wales,12.9,73.1,Spring,9,16.694444444444443,-3.79,0
2023-09-16,Sydney,New South Wales,13.7,66.0,Spring,9,16.694444444444443,-2.99,0
2023-09-17,Sydney,New South Wales,18.7,58.5,Spring,9,16.694444444444443,2.01,0
2023-09-18,Sydney,New South Wales,20.9,73.6,Spring,9,16.694444444444443,4.21,0
2023-09-19,Sydney,New South Wales,20.9,60.4,Spring,9,16.694444444444443,4.21,0
2023-09-20,Sydney,New South Wales,24.4,71.2,Spring,9,16.694444444444443,7.71,0
2023-09-21,Sydney,New South Wales,21.2,63.5,Spring,9,16.694444444444443,4.51,0
2023-09-22,Sydney,New South Wales,21.9,67.2,Spring,9,16.694444444444443,5.21,0
2023-09-23,Sydney,New South Wales,19.1,62.0,Spring,9,16.694444444444443,2.41,0
2023-09-24,Sydney,New South Wales,21.1,67.5,Spring,9,16.694444444444443,4.41,0
2023-09-25,Sydney,New South Wales,15.2,79.0,Spring,9,16.694444444444443,-1.49,0
2023-09-26,Sydney,New South Wales,16.4,61.8,Spring,9,16.694444444444443,-0.29,0
2023-09-27,Sydney,New South Wales,16.4,67.7,Spring,9,16.694444444444443,-0.29,0
2023-09-28,Sydney,New South Wales,14.9,63.3,Spring,9,16.694444444444443,-1.79,0
2023-09-29,Sydney,New South Wales,17.4,69.0,Spring,9,16.694444444444443,0.71,0
2023-09-30,Sydney,New South Wales,16.0,65.0,Spring,9,16.694444444444443,-0.69,0
2023-10-01,Sydney,New South Wales,20.1,63.5,Spring,10,18.123655913978496,1.98,0
2023-10-02,Sydney,New South Wales,24.0,71.7,Spring,10,18.123655913978496,5.88,0
2023-10-03,Sydney,New South Wales,20.9,62.6,Spring,10,18.123655913978496,2.78,0
2023-10-04,Sydney,New South Wales,18.6,66.0,Spring,10,18.123655913978496,0.48,0
2023-10-05,Sydney,New South Wales,19.2,65.1,Spring,10,18.123655913978496,1.08,0
2023-10-06,Sydney,New South Wales,19.4,66.1,Spring,10,18.123655913978496,1.28,0
2023-10-07,Sydney,New South Wales,16.8,77.3,Spring,10,18.123655913978496,-1.32,0
2023-10-08,Sydney,New South Wales,16.3,66.6,Spring,10,18.123655913978496,-1.82,0
2023-10-09,Sydney,New South Wales,14.4,69.0,Spring,10,18.123655913978496,-3.72,0
2023-10-10,Sydney,New South Wales,14.9,64.7,Spring,10,18.123655913978496,-3.22,0
2023-10-11,Sydney,New South Wales,17.8,63.5,Spring,10,18.123655913978496,-0.32,0
2023-10-12,Sydney,New South Wales,20.6,69.3,Spring,10,18.123655913978496,2.48,0
2023-10-13,Sydney,New South Wales,21.9,67.3,Spring,10,18.123655913978496,3.78,0
2023-10-14,Sydney,New South Wales,24.1,62.2,Spring,10,18.123655913978496,5.98,0
2023-10-15,Sydney,New South Wales,24.6,55.6,Spring,10,18.123655913978496,6.48,0
2023-10-16,Sydney,New South Wales,26.0,70.2,Spring,10,18.123655913978496,7.88,0
2023-10-17,Sydney,New South Wales,21.9,66.1,Spring,10,18.123655913978496,3.78,0
2023-10-18,Sydney,New South Wales,22.6,67.1,Spring,10,18.123655913978496,4.48,0
2023-10-19,Sydney,New South Wales,20.8,63.7,Spring,10,18.123655913978496,2.68,0
2023-10-20,Sydney,New South Wales,21.9,63.0,Spring,10,18.123655913978496,3.78,0
2023-10-21,Sydney,New South Wales,21.4,68.4,Spring,10,18.123655913978496,3.28,0
2023-10-22,Sydney,New South Wales,19.1,62.2,Spring,10,18.123655913978496,0.98,0
2023-10-23,Sydney,New South Wales,14.3,59.0,Spring,10,18.123655913978496,-3.82,0
2023-10-24,Sydney,New South Wales,11.1,66.8,Spring,10,18.123655913978496,-7.02,0
